area,year,barley,beef_and_buffalo_meat_primary,cereals_primary,eggs_primary,fruit_primary,meat_poultry,milk_total,potatoes,sheep_and_goat_meat,vegetables_primary,wheat,temp_change,people_employed_000,pesticide_used_tonnes,total_precipitation,total_population,agriculture_value,country_code
Netherlands (Kingdom of the),2000-01-01,6110.4,2095.0,7905.5,205078.0,29824.3,16101.0,72813.0,45654.8,244.0,54307.7,8359.2,1.601,984.51,11382.84,758.7787,15899.135,4773.042343,NLD
Netherlands (Kingdom of the),2001-01-01,5799.1,2245.0,7280.5,206357.0,23632.0,15936.0,70729.0,43410.6,232.0,53941.3,7944.7,1.272,981.75,9424.73,861.80676,15981.636,5560.468013,NLD
Netherlands (Kingdom of the),2002-01-01,5537.4,2047.0,7313.9,221231.0,25645.3,15492.0,69062.0,44568.6,241.0,53329.4,7814.5,1.531,935.04,9700.44,765.51624,16057.04,4791.627519,NLD
Netherlands (Kingdom of the),2003-01-01,6355.3,1971.0,7956.8,193344.0,27307.2,15736.0,71387.0,40775.3,237.0,47409.3,8743.9,1.212,993.51,9550.04,591.3268,16127.579,4992.44679,NLD
Netherlands (Kingdom of the),2004-01-01,5991.7,1969.0,8066.3,224476.0,33233.8,16078.0,72603.0,45683.2,236.0,53299.0,8914.9,1.168,1000.54,10655.4,728.4024,16196.035,7651.378279,NLD
Netherlands (Kingdom of the),2005-01-01,6069.2,2011.0,7879.7,198932.0,29458.4,16068.0,72995.0,43442.3,217.0,54627.4,8593.2,1.263,1002.05,10703.85,685.0575,16261.831,8022.912599,NLD
Netherlands (Kingdom of the),2006-01-01,6021.6,2005.0,7854.2,198087.0,31161.1,16075.0,68640.0,40048.8,217.0,49384.8,8394.0,1.518,1030.73,10461.35,684.91656,16325.677,8210.989342,NLD
Netherlands (Kingdom of the),2007-01-01,5777.8,2024.0,7289.7,197595.0,33759.6,15870.0,65504.0,43788.4,203.0,52284.1,7271.4,2.085,1043.36,12073.15,809.5556,16391.232,11637.85473,NLD
Netherlands (Kingdom of the),2008-01-01,6179.3,1927.0,8332.3,165676.0,28521.6,15765.0,62248.0,45574.1,196.0,52771.5,8729.5,1.438,904.82,10777.08,741.7253,16460.77,12273.986628,NLD
Netherlands (Kingdom of the),2009-01-01,6964.8,1924.0,9032.9,192656.0,35529.9,17082.0,63269.0,46337.6,203.0,56254.5,9291.9,1.224,873.41,9857.2,771.7963,16536.208,9987.687525,NLD
Netherlands (Kingdom of the),2010-01-01,6129.9,1889.0,8569.3,139863.0,31609.0,17198.0,65409.0,43598.0,212.0,54523.3,8909.2,0.106,865.17,9586.03,946.1351,16617.117,11506.981063,NLD
Netherlands (Kingdom of the),2011-01-01,6045.2,1881.0,7800.8,155681.0,39227.4,17475.0,65987.0,46055.0,202.0,57919.0,7781.2,1.075,828.12,12365.82,673.5637,16701.472,13860.31382,NLD
Netherlands (Kingdom of the),2012-01-01,6899.6,1932.0,8545.0,156973.0,26766.8,17418.0,65589.0,45173.4,207.0,57789.9,8587.0,1.155,835.36,12763.71,737.3449,16785.299,12443.568714,NLD
Netherlands (Kingdom of the),2013-01-01,7028.2,1936.0,8630.1,155971.0,34188.6,17535.0,66348.0,42207.5,203.0,57340.5,8741.2,0.435,748.36,10685.6,756.08563,16867.352,14284.23778,NLD
Netherlands (Kingdom of the),2014-01-01,7131.6,1921.0,9073.7,155894.0,37275.8,17309.0,66753.0,45660.2,207.0,58199.8,9169.8,2.564,775.77,10618.56,742.04285,16954.081,13278.632659,NLD
Netherlands (Kingdom of the),2015-01-01,6986.0,1955.0,8752.8,138537.0,35697.0,17371.0,66986.0,42731.9,215.0,57687.9,9125.5,1.287,826.62,9957.7,604.55505,17041.107,9706.327099,NLD
Netherlands (Kingdom of the),2016-01-01,6861.6,1985.0,7776.9,138492.0,36444.5,17194.0,68633.0,41996.1,208.0,55751.1,7983.2,1.932,829.41,10764.58,801.62964,17124.505,10219.430436,NLD
Netherlands (Kingdom of the),2017-01-01,6874.7,2036.0,8794.5,138453.0,30480.3,17186.0,72380.0,45972.0,210.0,58287.0,9093.5,1.719,844.2,10549.86,916.17236,17207.198,13567.472217,NLD
Netherlands (Kingdom of the),2018-01-01,6880.7,2048.0,7905.1,130294.8,36687.4,16727.0,70406.0,36606.1,204.0,54360.5,8614.7,2.133,855.84,9366.13,627.8611,17286.042,12294.984379,NLD
Netherlands (Kingdom of the),2019-01-01,7258.8,1998.0,8654.2,122136.6,35947.4,16268.0,70623.0,42003.4,210.0,58662.8,9378.1,2.139,829.94,9199.84,674.64417,17363.262,12112.388084,NLD
Netherlands (Kingdom of the),2020-01-01,6414.5,2072.0,7919.9,113978.4,35827.8,15809.0,71173.0,42675.1,209.0,58591.3,8556.0,2.475,777.44,9866.88,773.4669,17434.557,13323.446638,NLD
Netherlands (Kingdom of the),2021-01-01,6625.9,2052.0,7872.3,105820.2,34834.4,15350.0,69462.0,41974.3,207.0,57468.0,8018.0,1.306,841.98,9346.73,813.2423,17501.696,8053.9417085,NLD
Poland,2000-01-01,2539.6,1765.0,2534.8,97662.0,5755.7,14891.0,37731.0,19376.2,104.0,23977.8,3226.8,1.88,2994.19,8848.0,958.0929,38504.431,2784.436779,POL
Poland,2001-01-01,3109.2,1674.0,3056.4,105350.0,8521.1,15004.0,38728.0,16227.0,104.0,23081.1,3533.6,1.282,3060.94,8855.0,973.2707,38662.862,2654.077368,POL
Poland,2002-01-01,3207.2,1465.0,3240.8,110083.0,8020.1,15932.0,39742.0,19322.0,97.0,29408.3,3853.9,1.697,3036.47,10358.0,927.5801,38647.476,2642.053171,POL
Poland,2003-01-01,2786.5,1628.0,2865.4,104858.0,9127.3,15663.0,39338.0,17931.6,116.0,25615.3,3404.7,0.364,2812.23,7184.0,887.9775,38621.531,3209.98908,POL
Poland,2004-01-01,3521.8,1592.0,3537.6,97882.0,9059.4,16473.0,40785.0,19626.6,123.0,26951.4,4281.1,0.777,4471.73,8726.0,590.2989,38596.042,3641.000043,POL
Poland,2005-01-01,3217.2,2461.0,3233.1,104783.0,7604.7,16971.0,41352.0,17629.3,133.0,24747.3,3954.5,0.874,4558.79,16039.0,573.9955,38575.911,3340.042531,POL
Poland,2006-01-01,2589.8,2512.0,2598.2,112519.0,8563.1,16090.0,41219.0,15039.4,125.0,22850.1,3244.7,0.827,4409.02,17101.0,926.9827,38547.179,3462.928864,POL
Poland,2007-01-01,3252.3,2464.0,3249.5,110434.0,4223.8,16744.0,42294.0,20700.6,149.0,26458.1,3938.1,2.138,4466.73,18721.0,575.246,38521.874,3462.238114,POL
Poland,2008-01-01,2999.8,2352.0,3217.2,114687.0,9830.2,14640.0,43132.0,19060.7,114.0,26517.5,4071.6,1.741,4291.45,20611.02,695.95123,38522.882,3722.679277,POL
Poland,2009-01-01,3443.3,2378.0,3475.1,122478.0,9312.2,18078.0,45574.0,19101.8,106.0,27398.3,4172.5,1.264,4114.3,18493.03,827.8828,38555.285,3489.699482,POL
Poland,2010-01-01,3499.7,2491.0,3584.0,118092.0,7205.5,17807.0,45807.0,21083.8,144.0,30809.2,4429.0,0.392,4059.45,19449.02,1053.5568,38597.353,3308.31296,POL
Poland,2011-01-01,3267.1,2416.0,3430.4,122551.0,8439.1,17643.0,47892.0,23033.8,130.0,31448.9,4134.8,0.755,4038.09,21779.27,752.56885,38620.847,3018.37512,POL
Poland,2012-01-01,3601.8,2464.0,3704.9,101082.0,9161.9,19245.0,49832.0,24375.1,135.0,31291.9,4143.8,1.372,3939.53,21885.99,646.73224,38625.874,2769.173479,POL
Poland,2013-01-01,3577.6,2730.0,3804.4,111905.0,9675.4,19536.0,51807.0,21062.4,139.0,35294.2,4436.7,0.638,3811.11,22191.79,882.7163,38607.353,3223.770033,POL
Poland,2014-01-01,4051.6,2694.0,4268.0,136512.0,10408.1,19129.0,54120.0,27766.1,181.0,32947.5,4972.1,2.356,3786.56,23550.58,1010.2031,38581.872,3252.421429,POL
Poland,2015-01-01,3527.7,2852.0,3727.8,127627.0,10410.2,19348.0,55742.0,21020.7,146.0,27942.4,4574.4,1.986,3839.91,23996.1,572.7501,38553.146,2871.012334,POL
Poland,2016-01-01,3759.4,2870.0,4033.5,125197.0,11705.5,19788.0,59764.0,28630.4,194.0,31986.9,4580.2,2.03,3751.76,24452.66,881.2658,38532.113,2920.665269,POL
Poland,2017-01-01,3976.8,2943.0,4199.6,118533.0,8007.5,19686.0,59848.0,27850.3,214.0,32719.1,4877.3,1.451,3733.86,25073.56,519.9812,38532.812,3249.728987,POL
Poland,2018-01-01,3065.9,2906.0,3366.7,143147.4,13605.1,20400.0,52566.4,25129.6,164.0,30813.8,3987.1,2.411,3646.75,23156.57,886.8836,38521.457,3453.645959,POL
Poland,2019-01-01,3395.5,3022.0,3605.3,167761.8,10822.9,21114.0,45284.8,21428.3,168.0,29604.8,4303.5,2.632,3525.11,24253.22,703.5349,38493.601,3604.293716,POL
Poland,2020-01-01,4359.5,3020.0,4691.7,192376.2,13285.0,21510.0,38003.2,34765.8,165.0,34150.0,5234.2,2.658,3551.25,24616.37,710.8799,38428.366,3691.315485666667,POL
Poland,2021-01-01,4106.8,2974.0,4562.5,216990.6,14383.6,21440.0,30721.6,30027.8,166.0,36247.6,4975.3,1.449,3411.15,26949.22,734.0534,38307.726,3778.3372553333334,POL
Portugal,2000-01-01,1670.2,2415.0,2793.5,241605.0,5599.0,15422.0,23440.0,13819.6,196.0,28174.3,1567.8,0.595,1515.92,15470.0,610.55286,10300.626,3865.359025,PRT
Portugal,2001-01-01,1070.4,2422.0,2645.3,251395.0,5887.0,16205.0,23542.0,14972.5,192.0,28766.0,837.1,1.087,1586.29,15503.0,854.4075,10371.819,5132.757624,PRT
Portugal,2002-01-01,1786.7,2430.0,2918.6,266377.0,5966.2,16199.0,25595.0,16164.2,199.0,28294.2,1790.4,0.634,1553.79,17452.0,812.08606,10430.914,5013.881229,PRT
Portugal,2003-01-01,1132.4,2438.0,2643.2,238048.0,6058.3,15985.0,24085.0,16081.0,195.0,28620.4,858.1,1.405,1551.57,17030.0,670.85425,10473.344,6574.654648,PRT
Portugal,2004-01-01,1650.9,2544.0,2965.6,249329.0,6412.2,15902.0,24315.0,16993.5,197.0,31975.4,1562.5,0.965,1509.17,16942.0,852.0925,10501.522,9181.265534,PRT
Portugal,2005-01-01,765.1,2476.0,2114.0,223906.0,6087.9,16214.0,24974.0,14728.2,194.0,30832.2,664.4,0.922,1487.51,16353.0,1053.0063,10523.315,7959.149107,PRT
Portugal,2006-01-01,2390.3,2417.0,3209.0,217529.0,6549.5,16424.0,25215.0,16105.9,200.0,28842.6,2384.7,1.479,1478.37,15702.0,826.7086,10543.947,9083.499962,PRT
Portugal,2007-01-01,1994.0,2448.0,3415.7,203560.0,5851.3,16520.0,26090.0,16768.5,192.0,31301.3,1863.0,0.698,1488.57,16682.39,803.85474,10565.551,9000.102533,PRT
Portugal,2008-01-01,2317.0,2415.0,3589.7,201755.0,5899.7,16276.0,27687.0,15751.9,184.0,30406.4,2302.8,0.595,1345.23,17080.26,754.95337,10580.96,12822.753695,PRT
Portugal,2009-01-01,1781.7,2309.0,3289.9,202640.0,6560.7,16641.0,28928.0,16443.1,181.0,32096.6,1700.8,1.315,1274.52,13984.91,750.2779,10591.343,10069.212039,PRT
Portugal,2010-01-01,1514.0,2316.0,3351.3,202732.0,6964.5,17141.0,29021.0,15034.1,179.0,33497.4,1430.5,1.064,1247.38,13774.18,977.2109,10588.401,7768.746657,PRT
Portugal,2011-01-01,1263.0,2314.0,4088.4,201300.0,6786.5,16860.0,29951.0,14708.8,185.0,42772.4,1200.2,1.551,1167.71,14562.41,587.0176,10564.826,10559.408255,PRT
Portugal,2012-01-01,1153.1,2275.0,4091.6,195223.0,6422.1,17171.0,32089.0,17789.0,191.0,44674.0,1076.6,0.74,1168.6,12869.13,725.7709,10522.086,7287.555504,PRT
Portugal,2013-01-01,1792.4,2304.0,4336.4,201622.0,7059.4,17218.0,31361.0,18224.3,194.0,40202.0,1763.5,0.887,1124.7,10122.52,802.9917,10464.535,9368.383623,PRT
Portugal,2014-01-01,2208.8,2341.0,4416.0,203720.0,7351.6,17095.0,33376.0,19838.0,110.0,42872.7,2065.7,1.309,1040.22,12888.21,911.9333,10408.372,8548.73215,PRT
Portugal,2015-01-01,2097.4,2441.0,4606.9,221765.0,7604.9,17036.0,35398.0,19770.5,187.0,51400.8,2023.2,1.352,980.9,10003.04,731.0306,10365.435,6563.102272,PRT
Portugal,2016-01-01,2260.5,2405.0,4422.4,236385.0,6902.9,17368.0,32563.0,19361.3,195.0,47279.5,2356.5,1.673,951.67,9772.27,903.5176,10332.753,6663.877381,PRT
Portugal,2017-01-01,2381.9,2415.0,4759.7,181783.0,7895.3,17722.0,33031.0,21699.2,190.0,47471.2,2054.2,2.111,971.63,8103.16,758.47894,10307.53,7991.429141,PRT
Portugal,2018-01-01,3036.5,2445.0,4809.0,194882.0,7474.5,16405.0,25438.0,20754.3,114.0,48512.3,2593.8,0.862,977.28,8057.31,800.907,10289.835,9182.526628,PRT
Portugal,2019-01-01,3265.7,2492.0,5176.5,196747.0,8352.3,16521.0,27025.0,23584.8,116.0,53280.9,2701.4,1.249,955.85,9865.81,702.1701,10289.923,9212.291393,PRT
Portugal,2020-01-01,3257.1,2486.0,4881.3,198931.0,7805.1,16897.0,25652.0,23367.9,114.0,46506.2,2770.4,1.95,887.33,9706.26,768.19476,10298.192,8013.823464,PRT
Portugal,2021-01-01,3002.4,2475.0,5379.7,195226.0,9190.7,16737.0,26683.0,24602.4,116.0,50611.7,2422.9,1.198,815.76,9583.2,820.9482,10290.103,12048.221428,PRT
Romania,2000-01-01,2148.8,1161.0,1927.8,89173.0,6361.8,10385.0,6192.0,12327.6,94.0,11300.2,2299.6,1.315,6246.27,9427.4,828.00366,21919.876,214.907838,ROU
Romania,2001-01-01,3003.1,1019.0,3029.4,90325.0,6281.6,13321.0,6756.0,14476.9,103.0,13301.2,3044.9,1.51,6077.67,7871.1,892.28107,21797.59,309.912909,ROU
Romania,2002-01-01,2110.8,1262.0,2512.5,94013.0,5675.7,14590.0,7016.0,14440.1,125.0,12437.8,2058.0,1.19,4890.12,7875.7,839.5787,21653.532,329.07222,ROU
Romania,2003-01-01,1704.9,1679.0,2534.9,93546.0,8438.3,13297.0,7295.0,14003.6,102.0,13749.9,1757.0,0.112,4755.2,6928.1,611.5205,21481.32,398.478758,ROU
Romania,2004-01-01,3412.6,1591.0,3997.4,83643.0,8504.6,16903.0,7793.0,16654.0,127.0,16630.1,3477.5,0.527,4342.49,6778.2,888.10925,21289.286,445.618832,ROU
Romania,2005-01-01,2288.1,1501.0,3334.2,70439.0,6839.8,14786.0,7889.0,13103.5,93.0,12879.9,2998.5,0.27,4202.83,7565.7,958.8369,21092.264,512.352515,ROU
Romania,2006-01-01,2367.9,1378.0,3102.3,74701.0,7824.4,14824.0,8188.0,14186.0,80.0,14373.2,2773.7,0.487,4095.67,6733.2,798.9702,20909.401,704.783402,ROU
Romania,2007-01-01,1568.9,1384.0,1645.2,64866.0,6500.8,14996.0,7644.0,13621.1,89.0,12239.4,1610.0,2.096,3964.56,6314.0,850.3109,20744.23,1251.42598,ROU
Romania,2008-01-01,3127.5,1390.0,3247.3,73174.0,7363.7,15404.0,6258.0,14048.5,84.0,13452.9,3422.2,1.303,3754.23,7193.7,847.3069,20597.508,1781.336887,ROU
Romania,2009-01-01,2295.7,1630.0,2824.8,68943.0,8051.7,15402.0,5812.0,15381.2,105.0,13708.6,2430.5,1.573,3676.53,6548.7,859.2976,20466.318,1300.502376,ROU
Romania,2010-01-01,2568.2,1636.0,3329.7,69648.0,7878.6,15746.0,4985.0,13296.0,101.0,13636.5,2700.0,1.116,3819.33,7249.2,1181.9973,20335.211,826.692501,ROU
Romania,2011-01-01,3172.7,1626.0,3993.0,69587.0,8508.8,14797.0,4940.0,16415.4,98.0,14953.6,3665.0,0.443,3591.5,6582.9,691.0234,20220.285,1214.241497,ROU
Romania,2012-01-01,2329.9,1619.0,2364.1,70455.0,6809.1,15530.0,4730.0,10762.3,105.0,12907.0,2659.3,1.772,3691.25,6418.7,771.55994,20137.118,1186.364629,ROU
Romania,2013-01-01,3118.1,1572.0,3863.2,71181.0,8111.3,15801.0,4920.0,15846.2,107.0,14318.7,3478.6,1.311,3638.11,10585.65,865.3114,20066.546,1473.183926,ROU
Romania,2014-01-01,3343.8,1610.0,4069.2,73737.0,7529.7,16089.0,6103.0,17365.9,103.0,15046.7,3598.4,1.47,3560.83,10021.23,961.0082,19995.836,1972.124696,ROU
Romania,2015-01-01,3470.8,1639.0,3543.9,81549.0,7291.2,16118.0,5736.0,13769.8,108.0,14581.0,3787.2,1.699,3315.66,11483.9,735.6146,19906.079,1266.8404,ROU
Romania,2016-01-01,3778.6,1625.0,3971.3,79211.0,7166.1,16349.0,5234.0,14442.8,100.0,13918.2,3948.4,1.775,3081.36,10812.73,921.4924,19797.82,1343.956626,ROU
Romania,2017-01-01,4190.3,1637.0,5227.7,82681.0,7745.1,16705.0,5066.0,18187.2,113.0,15063.0,4891.1,1.051,3122.45,11548.21,888.3368,19698.853,1312.053517,ROU
Romania,2018-01-01,4417.3,1702.0,5997.2,82713.0,10338.8,17070.0,4406.0,17442.4,91.0,17289.0,4793.5,2.156,3122.92,11107.63,758.1788,19606.783,1548.668316,ROU
Romania,2019-01-01,4188.0,1722.0,5457.5,78433.0,8650.1,17110.0,4210.0,15086.1,95.0,15500.9,4748.8,2.138,3013.52,9046.66,864.6266,19524.211,1118.289385,ROU
Romania,2020-01-01,2581.6,1402.0,3398.6,88647.0,8800.4,16869.0,4286.0,15849.2,95.0,19931.2,2966.0,2.124,2881.38,8700.09,976.17065,19442.038,1163.959755,ROU
Romania,2021-01-01,4408.3,1327.0,5187.8,98861.0,9535.2,16628.0,4288.0,16536.6,98.0,19521.5,4796.9,1.322,2539.97,8369.18,828.6315,19328.56,1317.935658,ROU
Slovakia,2000-01-01,1990.1,2718.0,2709.9,109075.0,6359.5,11386.0,23538.0,15474.3,101.0,11266.7,3095.2,1.629,452.49,1457.49,1314.9246,5376.69,476.158607,SVK
Slovakia,2001-01-01,3289.8,2775.0,3889.7,115689.0,6035.8,11120.0,25592.0,12349.2,84.0,13131.4,4010.2,1.244,441.02,1549.87,1245.3917,5376.456,432.911861,SVK
Slovakia,2002-01-01,3569.8,2746.0,3899.7,88352.0,5251.8,15076.0,27653.0,18585.7,85.0,11055.7,3830.2,1.382,441.43,1642.21,1347.7225,5375.206,542.252743,SVK
Slovakia,2003-01-01,2986.6,2527.0,3136.0,113942.0,6563.8,14699.0,26420.0,15267.7,87.0,11241.7,3031.3,0.652,433.2,1515.43,990.2184,5374.376,488.318341,SVK
Slovakia,2004-01-01,4125.9,2588.0,4641.8,110313.0,5541.1,14001.0,26055.0,15763.5,78.0,12174.3,4798.8,0.547,407.02,1573.03,1429.0646,5374.931,640.793465,SVK
Slovakia,2005-01-01,3619.7,2647.0,4511.8,119295.0,5369.0,14944.0,27004.0,15767.2,110.0,11726.5,4311.1,0.394,404.82,1545.6,1227.2949,5376.242,665.613235,SVK
Slovakia,2006-01-01,3478.1,2621.0,3996.3,136112.0,4960.0,15365.0,26923.0,14310.4,78.0,11779.6,3846.1,0.623,412.04,1586.97,1172.7555,5377.235,585.734024,SVK
Slovakia,2007-01-01,3142.1,2629.0,3561.2,134877.0,4414.5,15437.0,27827.0,16189.3,82.0,10663.0,3824.9,2.141,410.57,1595.47,1214.3741,5378.382,634.703256,SVK
Slovakia,2008-01-01,4183.6,2571.0,5175.3,131020.0,5828.0,15590.0,27825.0,17188.3,81.0,11755.6,4869.3,1.513,357.56,1498.24,1442.2903,5381.636,636.830386,SVK
Slovakia,2009-01-01,3449.4,2535.0,4331.5,134642.0,5652.3,15381.0,25048.0,18599.2,85.0,11088.8,4055.7,1.485,346.8,1654.12,1357.3389,5388.926,586.415078,SVK
Slovakia,2010-01-01,2717.1,2516.0,3737.3,119466.0,5043.7,15418.0,24432.0,11454.7,88.0,9543.2,3464.6,0.673,241.24,1880.75,1541.1807,5396.424,583.382484,SVK
Slovakia,2011-01-01,3868.0,2475.0,5009.0,125831.0,6076.1,15924.0,25035.0,20942.0,80.0,11622.4,4495.3,0.826,118.04,1410.5,909.1686,5402.68,722.759718,SVK
Slovakia,2012-01-01,3179.1,2471.0,3829.1,120571.0,6586.7,15440.0,25245.0,18543.2,85.0,11235.8,3285.6,1.558,300.35,1563.78,1277.4371,5409.283,554.429587,SVK
Slovakia,2013-01-01,3677.1,2463.0,4490.4,120750.0,7067.6,15532.0,26438.0,18319.9,85.0,11443.8,4580.8,0.936,248.2,1620.28,1436.19,5414.739,564.779678,SVK
Slovakia,2014-01-01,4868.4,2487.0,6038.7,122803.0,7195.7,15485.0,25429.0,19639.4,85.0,15352.0,5464.0,2.344,327.46,1721.83,1763.293,5419.569,680.908944,SVK
Slovakia,2015-01-01,4776.2,2462.0,5079.6,118381.0,8027.7,15500.0,26451.0,17930.2,86.0,11851.5,5509.8,2.078,255.63,1567.86,1137.7596,5424.444,632.67158,SVK
Slovakia,2016-01-01,5084.8,2520.0,6430.4,119547.0,4998.3,15507.0,26905.0,21456.5,80.0,13834.1,5843.4,1.917,124.18,1520.0,1461.5359,5431.203,590.767973,SVK
Slovakia,2017-01-01,4531.6,2553.0,4856.0,121690.0,6968.4,15644.0,27191.0,20094.6,101.0,15323.9,4738.6,1.235,298.1,1724.0,1428.12,5439.417,533.766448,SVK
Slovakia,2018-01-01,3921.6,2593.0,5409.7,121920.0,8651.5,15744.0,26629.0,21900.8,135.0,17773.4,4779.6,2.507,293.83,1785.0,1341.0532,5446.745,769.632778,SVK
Slovakia,2019-01-01,4744.5,2810.0,5336.0,129149.0,7272.0,16739.25,28435.0,22273.5,136.0,18419.2,4766.6,2.378,323.16,1859.0,1463.6095,5453.924,658.163634,SVK
Slovakia,2020-01-01,5191.8,2947.0,6129.8,130823.0,7344.3,17734.5,33665.666666666664,23742.9,130.0,18093.1,5511.3,1.982,297.84,1810.0,1287.756,5456.681,731.111703,SVK
Slovakia,2021-01-01,5057.1,2890.0,5976.8,132497.0,7463.8,18729.75,38896.333333333336,24892.9,123.0,19133.8,5609.0,1.243,244.77,1620.0,1283.7775,5447.622,594.09435,SVK
Slovenia,2000-01-01,3263.3,2655.0,4803.1,134171.0,13493.4,19725.0,44127.0,20795.0,147.0,24108.2,4249.2,1.802,239.16,1468.0,654.10535,1984.339,19638.827745,SVN
Slovenia,2001-01-01,3513.1,2789.0,4734.5,145582.0,9631.8,20134.0,44160.0,19046.8,146.0,17357.5,4603.6,1.725,238.58,1387.0,646.3903,1982.487,20449.92886,SVN
Slovenia,2002-01-01,3884.4,2685.0,6117.9,145513.0,13857.0,19518.0,51055.0,23332.2,144.0,21598.3,4894.3,1.524,227.95,1164.1,688.48486,1983.767,21766.470963,SVN
Slovenia,2003-01-01,2881.5,2657.0,4011.5,135720.0,10903.1,18854.0,45112.0,15750.9,139.0,16056.8,3454.3,1.448,217.77,1361.0,743.63617,1989.411,27728.050366,SVN
Slovenia,2004-01-01,3897.7,2654.0,5826.2,145035.0,14830.2,18874.0,47533.0,25095.1,145.0,22450.1,4533.9,0.751,232.77,1557.98,592.6282,1996.722,29657.360327,SVN
Slovenia,2005-01-01,3963.4,2716.0,6006.9,135701.0,12160.2,19055.0,46909.0,22948.6,141.0,24031.7,4700.5,0.503,225.11,1383.88,471.72717,2004.778,28293.04084,SVN
Slovenia,2006-01-01,3615.5,2771.0,5116.0,127946.0,12060.3,17873.0,52525.0,18131.2,140.0,19035.5,4190.7,0.89,228.05,1280.98,658.77356,2013.57,26720.497947,SVN
Slovenia,2007-01-01,3664.1,2826.0,5341.3,118094.0,13081.2,17499.0,54299.0,22846.9,142.0,18204.5,4161.6,2.194,236.33,1155.23,578.0162,2023.229,32778.224496,SVN
Slovenia,2008-01-01,3993.3,2809.0,5474.7,140385.0,11318.1,17156.0,54349.0,22660.7,140.0,18075.1,4526.5,1.603,201.23,1218.15,707.2485,2034.033,34900.955915,SVN
Slovenia,2009-01-01,3524.0,2815.0,5268.3,138628.0,11746.1,17737.0,54532.0,24772.5,142.0,19411.5,3964.3,1.655,195.55,1162.87,644.1302,2045.578,30720.572329,SVN
Slovenia,2010-01-01,4277.6,2865.0,5981.0,143737.0,12414.7,18627.0,51800.0,24535.3,136.0,21279.7,4804.4,0.796,192.53,1134.37,813.1608,2057.287,31754.400763,SVN
Slovenia,2011-01-01,4542.3,2858.0,6373.8,156960.0,12273.8,18142.0,51430.0,26422.8,136.0,19153.7,5177.0,1.38,178.53,1121.91,571.9766,2065.453,31877.156503,SVN
Slovenia,2012-01-01,4715.7,2860.0,5761.9,193467.0,8090.1,18216.0,53672.0,23406.1,135.0,16303.3,5437.6,1.957,175.01,1016.08,572.57764,2069.354,29063.582123,SVN
Slovenia,2013-01-01,4002.7,2910.0,4615.5,140304.0,10616.7,17540.0,50910.0,18795.0,134.0,14818.4,4352.8,1.256,170.85,917.36,730.1736,2072.374,32503.08911,SVN
Slovenia,2014-01-01,4853.4,2912.0,6472.5,157990.0,10740.8,17742.0,53595.0,26894.4,139.0,15477.0,5230.2,2.457,182.99,1008.99,707.38086,2074.917,31572.282834,SVN
Slovenia,2015-01-01,4633.2,2997.0,6283.9,140048.0,13254.2,17580.0,54861.0,27437.0,139.0,19098.1,5110.2,2.149,160.65,1046.61,540.1039,2080.862,30097.85424,SVN
Slovenia,2016-01-01,4777.6,3049.0,6464.6,161015.0,9194.1,17699.0,54156.0,26840.7,139.0,19130.6,5186.3,2.068,137.23,1155.95,703.53906,2090.02,31998.756579,SVN
Slovenia,2017-01-01,4807.7,2980.0,5540.0,135140.0,9390.6,17759.0,57060.0,24352.6,140.0,17534.6,5031.4,1.744,152.66,1087.02,493.72272,2098.392,33723.242479,SVN
Slovenia,2018-01-01,4195.3,3012.0,6071.9,135034.0,11994.8,18089.0,57534.0,25950.2,143.0,19219.5,4381.7,2.438,154.42,1171.32,828.3597,2105.924,36352.141721,SVN
Slovenia,2019-01-01,4847.7,3073.0,6503.1,132508.0,9059.8,18022.0,57159.0,23557.1,140.0,18731.9,5230.5,2.362,138.03,973.22,620.43915,2112.901,32171.458462,SVN
Slovenia,2020-01-01,5501.1,3090.0,7385.5,135647.66666666666,9784.6,18173.0,58639.0,30262.6,146.0,19447.7,5796.3,2.254,123.47,963.76,675.4119,2117.641,33761.694299,SVN
Slovenia,2021-01-01,5449.7,3045.0,6864.8,138787.33333333334,6142.2,18228.0,58201.0,23457.9,145.0,18562.1,5765.2,1.569,116.41,907.19,661.6397,2119.41,18291.0911645,SVN
Spain,2000-01-01,3374.9,2560.0,3603.3,141927.0,9745.2,14832.0,11942.0,25919.6,111.0,31547.5,3099.7,0.787,3618.22,34597.0,944.41833,40741.651,2820.48803,ESP
Spain,2001-01-01,2088.6,2552.0,2804.7,142125.0,9441.3,14872.0,11964.0,25992.6,111.0,32427.6,2300.3,1.381,3654.84,35700.0,816.4274,40966.45,2613.57779,ESP
Spain,2002-01-01,2696.2,2521.0,3222.0,156721.0,9739.3,17983.0,12332.0,27946.0,111.0,33855.8,2834.7,0.79,3687.55,40727.0,696.7164,41477.655,2901.267554,ESP
Spain,2003-01-01,2743.6,2556.0,3250.7,159210.0,10728.8,20109.0,15005.0,26359.3,111.0,33884.0,2923.6,1.585,3703.03,41586.0,710.43445,42230.27,3434.20176,ESP
Spain,2004-01-01,3347.2,2613.0,3750.1,162910.0,10301.0,19225.0,15332.0,27159.9,112.0,33668.1,3262.8,0.982,3734.39,47445.0,780.0792,42959.666,3823.436294,ESP
